# Samet-AV Sample Signature List (Test Import)
# Format: SHA256,MALWARE_NAME
8dd141d65a7b64e81d0e7620e2c92a8f4e1a0e8974d85a1642b65888ce76a26f,Trojan.Win32.Emotet.34
883bb834ec03af122714ce96d665eb4176e10b5c3ba8554466fd5e5205e05b50,Worm.Win32.NetSky.35
cf0dfc2a66cfe660bb5485689ab93495d96480a2ab3e382f65da82519444af48,Trojan.Win32.CobaltStrike.36
8ed6ab3e3c4caf3fc103cd7f5f04bea2edb4181e972984d5e73cefc94a9049e4,HackTool.Win32.Mimikatz.37
d01b36c84f9083f4146dc4d4c125d21bfb8ad8537bd8c95c16c4d365a24fd929,Adware.Win32.DealPly.38
b1d1e3661a02040b6c019cd1feb9efb2066e7cb90f4c403547b7c54ba2f0f59c,Dropper.Win32.Generic.39
01d3d5e4bf9f55916bf896187bf92ff64ce0f9776c837dc17bff4eb6af3b1833,Trojan.Win32.WannaCry.40
6ad9e7ca365108275a3d6a1c0f3f10901d0dab5b28d189533cb027dcbd265a47,Ransom.Win32.LockBit.41
56aefdf11d3a066c8a3be9d9fde1cf546b933aac765fe1d026ca45fcc114cf64,Backdoor.Win32.DarkComet.42
f2904cdd21c9e883ab9efcc2ec387dcd9f8326e52b29a1d67d2c0c15dd25a3f2,Spyware.Win32.AgentTesla.43
b43b5aefa717422fce9512deab72074d281a77ccb23b72fcc4c4372914033989,Trojan.Win32.RedLine.44
2f49ddb6de30a4cd0f0e393dec7ca455bd105a201c0ec00e5ccdda725fe35428,Miner.Win32.XMRig.45
e88aa55453c8c22402256632cb87f251c22b0e28ce2e6ee0097b7a9245549ef9,Trojan.Win32.Emotet.46
8c4c455caae0cb982d157e9e44830c8275c579cfa70ddb30b071887ad7695481,Worm.Win32.NetSky.47
854e7da178b49ac429d023817e86c30fab7ee30cb9113221f1e8f9f8f219e54e,Trojan.Win32.CobaltStrike.48
8e537b35d07ff7a054d4d7fe872b72826d7f5ff80d764d24790dbe5d21bcfe79,HackTool.Win32.Mimikatz.49
f718840d8a62a8ce66e84cfca4f27dc9b0361c95e9b6b6a650e71b64d249d5a0,Adware.Win32.DealPly.0
4ef8bfb9d55ad0ee0bccc651fb86da652e2a12bebd668304f99b6631683ecc74,Dropper.Win32.Generic.1
50e85fd707985d6542c86e30b1c5ce817132935116c7dff464a9a8a7e8f41d5a,Trojan.Win32.WannaCry.2
8d1e83849236b4732ba6b85a2b504ee70fdb40ab6510a34a7fcc604ab321ecd7,Ransom.Win32.LockBit.3
8f9770222e2d5ec96916ce9c80397e1fd958f364eeffd6d408e9809608f0e408,Backdoor.Win32.DarkComet.4
14972ec4d2dcaed64359ed4f6bab7a808d042ce3edd8d931529411e16415a675,Spyware.Win32.AgentTesla.5
5754e8e2dd8fc1294879d12002fcf6dfd20bd68e52826ec577ca49eb2cc43fa1,Trojan.Win32.RedLine.6
273e94db20fc9a4faae871d6650cf058853adcbe1f41c0e6cc214a4bd4e4daf5,Miner.Win32.XMRig.7
f121b6beef922445adb68b5b1d7399756f47a0b12923a45f0fd57fd6095faefb,Trojan.Win32.Emotet.8
e8c56815567032419378fde76dd2fed4cd51aaf25aca7ebcc1781bb9e0419f7e,Worm.Win32.NetSky.9
b0ce78f681a9a658575134f0c3ad9a0065629e97db2b757a2e1a38adb0e77760,Trojan.Win32.CobaltStrike.10
d0f4498f77e8877cd9f17208419feacb13d4610a135d1cb443307c091439326b,HackTool.Win32.Mimikatz.11
21bfbd7f2947f40e222893988f0a073659e7813e7f6f4a2f1737316d98e55bfd,Adware.Win32.DealPly.12
fba09babc1766c1c952abc3505b80c7d05eba7eb022b1a06f44c6de4654b8832,Dropper.Win32.Generic.13
9c3723ef9800d35a0621ce05dd8495ad7d698b78267b1d219db5637c999883f7,Trojan.Win32.WannaCry.14
ba44a9ac19623f915ce64457af7c8fe94dc5b4da5453f07d4bf9a16961973776,Ransom.Win32.LockBit.15
113e6baa50b5709356c1b10b6c5e70a5df67e8b3efa6b4fe83d4b3ca2372c106,Backdoor.Win32.DarkComet.16
1a7690ec6be8dba14c478e196a3acefd4295579bfe97bc37dcc1412ede1dd7f1,Spyware.Win32.AgentTesla.17
10da173640e3edffd86b90b67579d15a4f727c4ce8d0198de9df37cd714d52e6,Trojan.Win32.RedLine.18
3e227c3fdb229beef97b3b8761fa6791cd77df829146ab51abb49276dbb37013,Miner.Win32.XMRig.19
f041c683d339ceb445dab07bc14bfa7a8cee8687562a318057e9031bc58dddfd,Trojan.Win32.Emotet.20
267b21a9d68983febcef5c9bfcca64bc78aac7e49b950c34b055e55a9aa510f9,Worm.Win32.NetSky.21
d4ec44642f17fe2aadec91fea7416cbbdaf26fb8d4f283e0b72623801eea2328,Trojan.Win32.CobaltStrike.22
d758a6cb6c61607457632230d71758cdb8a0012dee060428a610210bc6ed91e3,HackTool.Win32.Mimikatz.23
d99035d3e623858ac3b393e9468b03dbba32ccfe87af9e30abac29d65b7c43fa,Adware.Win32.DealPly.24
1af5711e0c562416f0ff36c7f94f4b3ceb6af0b1c154b2c362dad85b64e59153,Dropper.Win32.Generic.25
85e7c2a186dde7fb8ab2ccb5a81cc03eb002395c44d43aa10971ce3caac2e9a5,Trojan.Win32.WannaCry.26
46448ecb220d0eac2d1398393cea682b8e12db383c8e99e80b52e5ff34added5,Ransom.Win32.LockBit.27
1708849f0008df8aef1399ec7f39188a4468dd85ac448d723a57db3211f8d654,Backdoor.Win32.DarkComet.28
40a90685565f343dfec94065ab3d301f6f07edbc9e2d7cc968dc4d3a45601767,Spyware.Win32.AgentTesla.29
f0c274c23ed724fe4cb4878d3b1d54e10978a1000209210d1b5107cb865106c0,Trojan.Win32.RedLine.30
0015e2ed37a72cdfe5f6ab3ad3d1efa47e6c9562523e012d534148789dd9d335,Miner.Win32.XMRig.31
928c4ed1171424274c5e08f96be6b768859af74156109f3815f6259f03208610,Trojan.Win32.Emotet.32
16bc5d38696110c090ebce7bd71eab22bbbfc2240e69e47f1b82af0533dfa4df,Worm.Win32.NetSky.33
980bcb963dd2a8f4eedff4fd5d7f032afe8a6a1b572aaa71e875b6a34dedefa8,Trojan.Win32.CobaltStrike.34
bef1baec30d961b379fda1f806515e4b873e7b853cce7424767eeaa9526722d0,HackTool.Win32.Mimikatz.35
c3646e748416a7bda7feb0f126d3a3412149c4bf4e04bb8d2c953a93488bf6bc,Adware.Win32.DealPly.36
eefe473896530c6a2b1834d4cfbd1e2dfe65d17e42f23568dca66a3ef3ad5bdc,Dropper.Win32.Generic.37
32cc00c7a5908f2ce0775007e900e48f70f5c132d6db2b2720300882044b291f,Trojan.Win32.WannaCry.38
d7323e442b7f20292d5759bb86b49f9b74dd890edb99bb393e5bcb703a590c49,Ransom.Win32.LockBit.39
7c018f4063c61494e65c0ad7ce9cdd827a87a9a800b140a7155829fa3670869e,Backdoor.Win32.DarkComet.40
3c7f500fbcc98f13c6a8ec99c4ddddae0a08ddaac4ab97e0693ef4a2592664fa,Spyware.Win32.AgentTesla.41
1f9a2e1e3925a2559868575c623181b059e5db8046f2950e949b272f38d3fde9,Trojan.Win32.RedLine.42
6ad59f87b7937603a3fa314e16a21e1175921298b64aff72a82dadea01116b09,Miner.Win32.XMRig.43
c8a2c2f0cf62b9116aa08eb45997755fee93b50cbf63c403113699eb3e25f2f4,Trojan.Win32.Emotet.44
e915e774f46e87fd23ec92961266d72ec8120f23ffcd39cc519a42c291d37cab,Worm.Win32.NetSky.45
2623387cbe00f94a4c9beaab5702c4a25b530807ce68b2693d808a0ddeefede0,Trojan.Win32.CobaltStrike.46
051df50f22fff6725a601c4bb7728830357bffe372d406d2da3abceb90fed34c,HackTool.Win32.Mimikatz.47
bc2a3431299e1226111b71148da2d8e3420d44556f5cca15215b5cec8c10c28b,Adware.Win32.DealPly.48
69e45dcc075895e88c9ab2d1d66b1e1620cc498edb33f0834aa39f34edaac0ac,Dropper.Win32.Generic.49
0b90a418ba559f7cce12a5da3e88f5c319a9cd0d750d65b3199fc783e58336b0,Trojan.Win32.WannaCry.0
3dc55a85ed672ded4681cd156d5bb0fdec71a179093c7545523629b950dbb74e,Ransom.Win32.LockBit.1
034d1f857fd08139b432079ae76fa4d48e0f3f7bb62f8a5d3b42d1244b51f147,Backdoor.Win32.DarkComet.2
c6c5fbb57f9a19d4b13f634d9e4da3c4b04f15cfe5c8024147081e81a0d4cd8b,Spyware.Win32.AgentTesla.3
a14e9992073e2dcdb15081bce57378c6e5358f720e03e96ca3ce0e7011ca6c81,Trojan.Win32.RedLine.4
bfa3f68662cc35a32360ba7bdabd88c34f1e76dce1a3cee23c218bc564ca316b,Miner.Win32.XMRig.5
ec5fe3d4a9bddcbcced81cd9e080bea382953446bd71aa9ebf4bfaf4ef1b888e,Trojan.Win32.Emotet.6
ae817a2c6d63b89abab710bed2a31465227d75509373158754fc4b2c4254b827,Worm.Win32.NetSky.7
acf0906b6df4cb8d5ad9a255a0448f899d2d19aa1f1c1e75ed82572685e35209,Trojan.Win32.CobaltStrike.8
1ee5d15d3c2468bf5642bcbafcd2dd659546708668dbf4a9de745290d6344307,HackTool.Win32.Mimikatz.9
76683a33227520fd20737710cab836e8be1e97158433c29a35fe3ef7e1452fe0,Adware.Win32.DealPly.10
f26dd3cba17af5e892ec82031efe08e3ec03dd3d19eb733dcd8467545b0202c9,Dropper.Win32.Generic.11
a3727e44e252b606f0029d9a5b92ec2c5b1a38f184bd96cd78554ba752412892,Trojan.Win32.WannaCry.12
da2b0fa8f2175ade2f58816441fd75b309a1e2c3bf66346a91e6a939c70fc545,Ransom.Win32.LockBit.13
6d8970ce97bfe2382601db72fb20502d32f3ea64c64c3ceb9a1dd96c61ebdc26,Backdoor.Win32.DarkComet.14
2219f49534aceac08c66a06babb3e0bb4f6a05be0ce626fee32a98322fdcdb8e,Spyware.Win32.AgentTesla.15
a5478c694541b0c9072dbf5c24430284bec12b6696ea55556dad658c889db658,Trojan.Win32.RedLine.16
bd77c9cc1c75f121cf0a5685db60577456eb75679148129f377fdf46dd651315,Miner.Win32.XMRig.17
137688ef73fad14c8de6d2b5cdba08b3349f03acadb67d731f67a57fe33b7cf4,Trojan.Win32.Emotet.18
7d79377c930a49c988d9d174700865458d5509d51098340bb3ad0bd5e920da1d,Worm.Win32.NetSky.19
edac9bdbc1eee3667a089f94fbce75096bf5cee462f5246ba46185b64b1ccd31,Trojan.Win32.CobaltStrike.20
d945d8578bf587d26d4602986ab3c790a5ea856c4e5e4b0e5464eb14a2cc3081,HackTool.Win32.Mimikatz.21
c5efbf4ad3cdb14561c598d35d099951a4284e18838fa57e7acc708c2990c088,Adware.Win32.DealPly.22
5f8174eaa6bad7da729f779039a6e4573d7a00f8fd6bf1adecea10e4b6b5a06c,Dropper.Win32.Generic.23
e0217d0b2025e18803f88746bd1638ea078a57830741a94c46eea31de53754b8,Trojan.Win32.WannaCry.24
f731ed55f92047399ded2e9a23dc239a1a3c06fba94348e10c711078a9c08900,Ransom.Win32.LockBit.25
43d5974f45e2ba01fefa7d9f02020c42e03afe129761aee4a0c6cd5e7b3fadd8,Backdoor.Win32.DarkComet.26
a7fcc33a6c05af21c7843cc31ecde41f6508499ad9be549a9b61301c7c778a84,Spyware.Win32.AgentTesla.27
ae244c8f971874dba09c1f61dc8da7a66f1f09205f74dfdeca4e7f1a4f126e12,Trojan.Win32.RedLine.28
d29b2e1d906ad4de34bc8d1b2a84f6d44d5acd31c914ccefb6e0ea74154d2117,Miner.Win32.XMRig.29
ab61bff4848f3fde2441207ed17454a49c2012609af03ca49441c5bbb3892634,Trojan.Win32.Emotet.30
311196efa8b946eb406d7619e9fd685ab6ebb89c5105dee00b789720e12a7409,Worm.Win32.NetSky.31
f1ef0a80a8f27dca87458ce63bbfaa47ae55775ed3f6bef8424292078734d36b,Trojan.Win32.CobaltStrike.32
d2c45c828bd8732d37ff4bc7f9fe313c53cdd03dcc2397c29c31094950ffda49,HackTool.Win32.Mimikatz.33
47aa206dd3001d5fce028a444f397d3275520719f62a363ec67db34da57adaae,Adware.Win32.DealPly.34
b883e508108b5eee1e2dd4be96713ab480ad9dc1bd2de69a39e88aad3183a053,Dropper.Win32.Generic.35
be04a38fb0685b28517a058613a9ec2c1abad436d8a0d1478f32ff9af05fe7d1,Trojan.Win32.WannaCry.36
58ac00b2eaa9aae27ee4452fc8efe1dd88807c41f6020e8c67e83392d57e5373,Ransom.Win32.LockBit.37
f1dc78ffa9c710b550dff838710e402ff8f8685924355bf8cba233ad87be32b9,Backdoor.Win32.DarkComet.38
be6d60953b103eb23fbed96755e32bb0ca6dba35365b3d4af177101af27ece8a,Spyware.Win32.AgentTesla.39
44b64a5e8cae203d382813977236d48461f1db76937431dac34f693e31ed9ab6,Trojan.Win32.RedLine.40
6f44b8a79c87335ac0d24c95e2bf33e12ce10ab4392fa74303b456c5086998a8,Miner.Win32.XMRig.41
23ea688509d907964c74d192451663df61249ebadd4ffd76f6485b0c2b03bdbf,Trojan.Win32.Emotet.42
1634c3917f2f3b57d402458deef84020473164245fca4d39fa375ff9f619ac14,Worm.Win32.NetSky.43
a74e79faed4cd4a3374db249c2567c06450d714bbace89740205afa5e00ab398,Trojan.Win32.CobaltStrike.44
73ab96d4e4879d3dac5b64a34986b7d9e291c9d2caa4a606b1461c6d218ba520,HackTool.Win32.Mimikatz.45
f4d7ea8e99a59edf10e1537c458ed52370ef478664ef8770b5d93d3f55930861,Adware.Win32.DealPly.46
6ea57c5e4eefa644f48f5fe1a367164fe7f3f7011f93fb1b00d3c3a0bb4b62b5,Dropper.Win32.Generic.47
e1f5a1e3d4f832eb31949b6c239e516f5c7e4602bcd920da1723ee4777544de7,Trojan.Win32.WannaCry.48
86d6ff8bdcf03cab21c78509957bfdeb163d4a06808db8c43bd08320348936e6,Ransom.Win32.LockBit.49
b6d9667610f6e0d02c6797e6ab8229aa71a55b3f539e253df3a900331efa810b,Backdoor.Win32.DarkComet.0
ceec2f1f3095ace4b2f92e4203f0d46f25475ad80824d824d78826276fea92f3,Spyware.Win32.AgentTesla.1
a245e0d258b22a1ca01d24d50b26e9288ea5e3d0b2e98ab84843a09783bc0d20,Trojan.Win32.RedLine.2
bacf205bf543e5de79258dbcf291cf4a748bd195e1a185cfcc85e21239c5717d,Miner.Win32.XMRig.3
b0211da25d29ded788c3a421f64218adeaea769668845ce01ed9f5c6be689479,Trojan.Win32.Emotet.4
70be75420d8303025ffcd51a8d2327918d7ca5d776ef5984b6fb42a91d0f1239,Worm.Win32.NetSky.5
d0a206fa4f05b3a0f90e76ce6c0e00f2ae343a8169e30b4b6da7849731609c2c,Trojan.Win32.CobaltStrike.6
8895a4438f86b7fb1a47bdfc7a3d84bf931a8aaec062c20bd5776206b0cda868,HackTool.Win32.Mimikatz.7
5d316dd5d4ac88b8bcd3bab022dbd9341ebb3801e54b949c6d08cf815f533a47,Adware.Win32.DealPly.8
1df370d54ea07b02280ce7fd9e6e325072ce6ba5f063123d7b6d73132f01dce8,Dropper.Win32.Generic.9
22e62f1bb9ba1e25b6b602b6e7d4863e0f45cb5d3584a8f533aa9ae383aeb031,Trojan.Win32.WannaCry.10
e41b07a5d1b47e3ea12582b874a7866a3f33dbe53be0f776c32e4666d044a2b1,Ransom.Win32.LockBit.11
073b04042d5e5e0d1b56048acd5846e3dfcb23de95820b697beb2c4c0991e241,Backdoor.Win32.DarkComet.12
1c7207520345d67b081e2aad076a92233fcb29b2f34301997b2ddc78846047d9,Spyware.Win32.AgentTesla.13
4681e5cd6443a7142c2ee5bd4f69891ce6ae46c9e4751051d93c25a299dbbe80,Trojan.Win32.RedLine.14
39a12bf7e36ce39b80bb60bf38719801714388bfb9c5bab31f61afb1f2c2686f,Miner.Win32.XMRig.15
cd1d5a2312367b4c8a8e6cfc50c62ccfaba702a11eeeb2b9378f20197e5baad4,Trojan.Win32.Emotet.16
6bd19a9f178184922abec5fdc0704c9e8dd10f99ec11cfe14a9451d08471b4ed,Worm.Win32.NetSky.17
8e492512d45414a31419c3aa8a607e810f575f8d35ef3a95c195408c75cf8dd7,Trojan.Win32.CobaltStrike.18
a2664632a0d61bb34debbd9f5343aa2ad380e3f1f22e5ddf7c8368b21980365e,HackTool.Win32.Mimikatz.19
d437db7edac167e957101423ba0fd9fe3a02f7577995165cfa67b5488d8b520e,Adware.Win32.DealPly.20
59e91446983fd8b39cb174479660ea58c6adfd559e5192b2e7dee72be60eb4ca,Dropper.Win32.Generic.21
074d0888868cafac0878bacd9576bc2ea935be8fb3773a86e5f1bf0e8d27835a,Trojan.Win32.WannaCry.22
3b22daae00ee8503ac79fa9ef70851d62cf002cda5466e8046676f6cc92a1e6d,Ransom.Win32.LockBit.23
6846ae19ba1c34adbbfdb81e6f67ce4dbb12c991065b783dba523e3deec42a6b,Backdoor.Win32.DarkComet.24
47cc1a4482b06c4de7228defca3339df334f839709459318262350a005b6ac03,Spyware.Win32.AgentTesla.25
d0876f745e84de79258bb5f27751f92b0d440807f41e414baded58b42aecdc2d,Trojan.Win32.RedLine.26
4c990bd8fa4142fc40023c0db79fea053c39f2d9a426a2d124eab14b3fd1fc01,Miner.Win32.XMRig.27
d40e2008b3e3467c1db2bdd613e7616cb2dc6bdcc8fddfa939af49029c9ba5e1,Trojan.Win32.Emotet.28
ce864960759db372f275699625fbd6608e6bd83b74b9c39c84d4729d4e7d2ed7,Worm.Win32.NetSky.29
791a011b3b66fb0434d3c244bd5de00f3bf89e3a9fb3933ccb663197cd2fddc2,Trojan.Win32.CobaltStrike.30
b1b6d7915174e8930d71a6fe23d8552511dcdbad05ff5867d8d632544582d918,HackTool.Win32.Mimikatz.31
11494fc17436d726fdd712fa9a3a81aa84ba47ca083c61b4c2d562e0e4d418d5,Adware.Win32.DealPly.32
691f2d63036b41f800c985397ada6a86acad9a4cf9fdc326030a0c692d414e59,Dropper.Win32.Generic.33
5aea184d6bd6a20395887055340a7b498a172a41808c76bca4e2f893a4c7556b,Trojan.Win32.WannaCry.34
fe8d59afbb69b2b4bede82683a62aae362ed2d0620286e22687264bc7bf5d954,Ransom.Win32.LockBit.35
9826beb49c4b7de706cf2c664fbabf612e5cb533e0fafdb5bd1c8c9cb6c572f2,Backdoor.Win32.DarkComet.36
18529e80a3917d267c0da2b11ad83daa3c72c7ab89a508d5200dada2437d2246,Spyware.Win32.AgentTesla.37
c04bfe5792740a1d05b0914db18cfdc1acc9f9e3f02fd203737c8af59e8be41d,Trojan.Win32.RedLine.38
6eecc8a32ee1d46ef726b53810ec55013965865785a4eea9ff1b06bc7ab84fe7,Miner.Win32.XMRig.39
74f038bbc03de43982a8d208b38de3ab975262f0b1779f151e68450975b1861d,Trojan.Win32.Emotet.40
46ca600235a08f4162e8808bd4fe2ea3f14fa83861f9150c87640dc917766e0c,Worm.Win32.NetSky.41
32dae4ea3b022c116f8247284d2e2ef34b1fd7410a052d53bc6a25f655d858e6,Trojan.Win32.CobaltStrike.42
30f0b92605197122bf012d4746f72d872c76a5f620606c9bb4219e555a8ddb12,HackTool.Win32.Mimikatz.43
682316fac967e7fdead01dab5a2010981f02cd577acd2769a00e6f6e992ffd9e,Adware.Win32.DealPly.44
bda43479d2ef2fea9729b01620a75238ceeb16e75256bd89e0bb7b0235468ba9,Dropper.Win32.Generic.45
a5089a30b18db8c8a1362d9e9294f1eba08014308acdf73875d90fbd77d73e88,Trojan.Win32.WannaCry.46
ac8c4f87a7d2d7a55f6e3b7ded1e6419a6fbb6a29359fe806e5fe28a04c7969b,Ransom.Win32.LockBit.47
dcd831121d1334179878e029b501cf251005e9bdc5ec36a602d6254a05a5a156,Backdoor.Win32.DarkComet.48
a9eb0b03f68db26489e76d788a4d12dc13019b73aee7329590210c713903f4b2,Spyware.Win32.AgentTesla.49
76c24b8479ebdd130bef5f6911aaf51eab7556624f89dfd6d934baa6f1fcd00e,Trojan.Win32.RedLine.0
302c5c737619915a133bdca400754c9f4102472857ddf82eed3f6673c6f69920,Miner.Win32.XMRig.1
ebcc96863a779053c2c907e8340728d8b6710494bdd9edaf4e9ca7b3368c06c1,Trojan.Win32.Emotet.2
bd6407479ab54dd7d5c79d200b26eb6d39daa9bec1477ee64a7297905409460a,Worm.Win32.NetSky.3
c6f2fed9e4c595ff34d9e78ee040f697cf261af6fdcdd946266a313cc2179dc5,Trojan.Win32.CobaltStrike.4
1d912f696bdd5cc71508fa263f8460588dd4f78c0555fd74fb82454562f1902f,HackTool.Win32.Mimikatz.5
5cfd2bacbafb6abf322b6827808425b491fb3fda0ee332128f1de4b0f8e1665a,Adware.Win32.DealPly.6
288d997f566efb2143fb27b52cc8f3ac504283e9fbed23a5c6d5544a7434d6fa,Dropper.Win32.Generic.7
f45696f8e9fcde86f2716f8a6247da85eb406687840eec7caef0a2bc2b6a6985,Trojan.Win32.WannaCry.8
568f5219c443370937dd09cb3d2b85fad2a6a9b14455f39f867d19368a75f66e,Ransom.Win32.LockBit.9
d5697b2d9482643380381ec74e1a3dceb75d20be3afdf6e47edf65c4f7959636,Backdoor.Win32.DarkComet.10
fb3a42350036c8b463d25d9810e3aa000dda73846ad7b1fc3e1bec545ebd1fdb,Spyware.Win32.AgentTesla.11
feeb8c9cfe0bd22412942145e75cee5a54049e83d1b84bee128a0789a169a7ab,Trojan.Win32.RedLine.12
1a705e1483c53f42ef382ff979e2275487077f6368f2263458c460b3f58436e4,Miner.Win32.XMRig.13
fdc3b03c61da35cfda933684de54348b4e9daae900be58eb14f3c9eac7cdd0ce,Trojan.Win32.Emotet.14
8c02925697de6448426ce65eec8ab3a8192bdbebdcd7e6b5d12103c016871edb,Worm.Win32.NetSky.15
a834f82354107f5faa18a00052a25c8e54799dc434015f99408d03ea2de52958,Trojan.Win32.CobaltStrike.16
80d19e218e720ebbe652f15bab74db8dbde4427d57ac2fcd97f5890328265c83,HackTool.Win32.Mimikatz.17
fab41c9794d5da23b5d48c7845a797078f6a410256956f3d0ce6286a39dcecdd,Adware.Win32.DealPly.18
78b27262dfbf6db03b31d34971766b97ff01f099540e9377ce9d36fcd8aa39c7,Dropper.Win32.Generic.19
56f4cc788ae840ca4d1c1cdb07ba4acf1f30497f90ed37009ff98ae41a6996f2,Trojan.Win32.WannaCry.20
ac2a6c6153636746c5fb9d3721033b3b01b3090b19b9db6ffedfb154a8515b83,Ransom.Win32.LockBit.21
7ae812d0f0c76b85c520dbff26a0512ed02b2508b364e7003bb73b9e008cd327,Backdoor.Win32.DarkComet.22
b57fc30c8167186968638c9fc8793c8f20cd51663b4a356ba6e2f5a11126d524,Spyware.Win32.AgentTesla.23
fbdf9eb7e41693942379ed848e7741e3fe29235835a6211c075c42484034322d,Trojan.Win32.RedLine.24
37b5358fc1d1d5ebead274bc600ea49d476e271ee39b00c5f56d14eb799e6ce9,Miner.Win32.XMRig.25
380fb2601e8d55d5cba993670292798d7c5bb1b43f9e5d241861a3da3a19b924,Trojan.Win32.Emotet.26
942fa1ce4ce580212b44f7ba1ba16328a8a210e12d674d515a307a1ba0ea4cc8,Worm.Win32.NetSky.27
37675c14316dbacb7f7aee2599ec8c99e2a35c8ce692bc36ea7f2cf87bceb8e0,Trojan.Win32.CobaltStrike.28
346b6a328b5c5f1e1e4cd880c78227082167a99907093756eb794e4104962307,HackTool.Win32.Mimikatz.29
1193ce0e4e4315527f5d0fdafc72c9f98392502703276367d237bbfab7aa2291,Adware.Win32.DealPly.30
50facdb9f1a2e80ca2a81e01e7824842c59e6c67a03d5f65c1fbbe45c5c7e315,Dropper.Win32.Generic.31
88b299541ac7d99a4b14c0b9d147bec2e0f8d0bb1f5c1e6e0cb0d6b83213686b,Trojan.Win32.WannaCry.32
5c7e507718c7345ffc5ce0c85da7623bf8b86554ea1f22c15d9f2bee2d5ae605,Ransom.Win32.LockBit.33
4d423adff8c13e7621cc04f64d9aff7863c7003e36364cb60767b46a7a9050c1,Backdoor.Win32.DarkComet.34
2264baf7054281a36adaa202438dcfa55716476a625830b50136cd70b8e75d2d,Spyware.Win32.AgentTesla.35
d52c070c68e53d5d0f3583d4acf94c0ee515af8bbd3e028470da0950b5597a79,Trojan.Win32.RedLine.36
3834b406d7c563f63e4c25ee15fd36e152fc1a3cd8c173356ca0aff066e4b161,Miner.Win32.XMRig.37
0aad6882dd1cdcaeefde6132437a2f30ead412ebf8a6722f02b18fd10cf7e72d,Trojan.Win32.Emotet.38
64c2b20e599411076142afd66c6d8bbf2b8e18cd1932cee460be32f7e1cce1a3,Worm.Win32.NetSky.39
0d7ce52c88cc7372755055db4a4d5859ca0d9a3d83e97032834351cf93401728,Trojan.Win32.CobaltStrike.40
7f97f4d344d97f811967eac19916bda621a06708c2c00eb05bf8f5a7826a759c,HackTool.Win32.Mimikatz.41
f580737defb8cf341af7f432af6f99a959ddb87de1f137be54dbf20b1897d233,Adware.Win32.DealPly.42
dbf02e386a4961d343c3c0bb5b9213934df1fa56bba358b4fd3a44a56c900295,Dropper.Win32.Generic.43
7bfe3cc721e9108f9baf8dab3a9497b1b37de8e64bce4762c06881ac1f41495d,Trojan.Win32.WannaCry.44
ca60ff1fdc5438fe623e1a1478b612e524579f79db750950cb1903a6de9d7cb2,Ransom.Win32.LockBit.45
0f610e5a38f6a6e26dd60e9adeb801204589cce0597a559313bc09f15aa94f8a,Backdoor.Win32.DarkComet.46
125e72748e3d4810286ece712ff3b951e70cca2e8798a45945061d3088b12ec1,Spyware.Win32.AgentTesla.47
ce9fb2939d596dac882cc0616e75883fcacffc65aea04e33dea3707525d7e8f5,Trojan.Win32.RedLine.48
fd45e99c1e717bd5b0ebdcd3a399597f650fad075301d2b0c929bba3ff74e6f2,Miner.Win32.XMRig.49
0df9519ac8000d76826fbe51316213590993dda0a9107781b4627a1370ae9059,Trojan.Win32.Emotet.0
8707049d3e341ce406fabd639d0d5df5a2d611fe71db391cea1a8e2f3a4b9e22,Worm.Win32.NetSky.1
ae3ceee92fffad5846d9908263db1f3a44e799116319452ca1801be2ee154979,Trojan.Win32.CobaltStrike.2
2c5734a33c57fddf3a4dbc7a4300b75ede55934b99689fb718059dae63e092ca,HackTool.Win32.Mimikatz.3
54ecfdab11b357121ea36f9b1222141943c3c311f5540db37a802a139eecc706,Adware.Win32.DealPly.4
e5cbcbccb1ce9487327f5e615eb4baab350d0b73ea0f5e174afd38b204c6bc66,Dropper.Win32.Generic.5
b88ecaf3f9031bbb1a12a5c003ef630d5c17de905b29adb80c139e65288da8d9,Trojan.Win32.WannaCry.6
97a84ef466ca043b6ba36c98a940e6dbfa3d1a3890098a866050405078abf763,Ransom.Win32.LockBit.7
7460bf4709c02da59a53164fb04755cf8d7f7471ddeaa355059dbf4602155902,Backdoor.Win32.DarkComet.8
17229856decd287f7600024fea24f12e65a32f7e9e741776cc554894accd1109,Spyware.Win32.AgentTesla.9
ffa0f62c9f29b051ef634462b7198cfb1a031852cdf662659d6b3c15ade4b085,Trojan.Win32.RedLine.10
18bcd81deb93bdd4fd4366a7281349c88b090c70bd8f2723e392935d7c4e0bb2,Miner.Win32.XMRig.11
2b77015e0ff5fb4b938c6587b33fc89d7c69fbf6042ad04efe0b222d41ad8c0b,Trojan.Win32.Emotet.12
878353d27c72f34af016c7ada868c11407227e119ec0024a97cc4ef572f5260e,Worm.Win32.NetSky.13
0bbb84626bd1b19539f7dbeeb7c0de6ef8eae2cf328ba96841b293ae03640b14,Trojan.Win32.CobaltStrike.14
6eb7f501ffd63583db7092cb7e93f4327b43ffd795fd0d95f7f764ab8feba9fd,HackTool.Win32.Mimikatz.15
e89d417df23f37071571de211136607cc25cfc22bfa45bf16855f2d733fe5234,Adware.Win32.DealPly.16
ae14a5d7ca0fa769663543c121452fd891327f9d6e93d9d665af7f4a5b9666a1,Dropper.Win32.Generic.17
